Player Name,Years Played,Birth City,Birth State,Birth Country,Playing City,Seasons Played,Games Played,Minutes Played,Field Goals %,3 Points %,Total Rebounds,Total Points
Ben Handlogten,2,Grand Rapids,Michigan,USA,Utah,2,38,469,0.523,0,120,4.3
Alan Hardy,2,Detroit,Michigan,USA,Detroit,1,60,421,0.431,0,53,3.2
Nate Huffman,1,Battle Creek,Michigan,USA,Toronto,0,7,76,0.36,,23,3.3
Jermaine Jackson,5,Detroit,Michigan,USA,Milwaukee,5,135,1344,0.401,0.158,145,1.9
Darryl Johnson,1,Flint,Michigan,USA,Cleveland,0,11,28,0.417,0,2,1.1
Ken Johnson,1,Detroit,Michigan,USA,Miami,1,16,156,0.405,,32,2
Magic Johnson,13,Lansing,Michigan,USA,Los Angeles,12,906,33245,0.52,0.303,6559,19.5
Bill Jones,1,Detroit,Michigan,USA,New Jersey,0,37,307,0.49,0,47,3.5
Chris Kaman,13,Wyoming,Michigan,USA,Portland,13,735,19642,0.489,0.042,5582,11.2
Negele Knight,6,Detroit,Michigan,USA,,5,276,4513,0.436,0.263,351,6.2
Joe Kopicki,3,Warren,Michigan,USA,Denver,2,118,1187,0.493,0.273,314,3.7
Tom Lagarde,6,Detroit,Michigan,USA,New Jersey,5,312,6194,0.462,0,1593,7.6
Voshon Lenard,11,Detroit,Michigan,USA,Portland,10,565,15349,0.415,0.384,1609,11.9
Grant Long,15,Wayne,Michigan,USA,,15,1003,28514,0.467,0.283,6154,9.5
John Long,14,Romulus,Michigan,USA,Toronto,13,893,22680,0.467,0.322,2492,13.6
Mark Macon,6,Saginaw,Michigan,USA,,5,251,5018,0.384,0.27,467,6.7
Dan Majerle,14,Traverse City,Michigan,USA,Phoenix,13,955,30206,0.431,0.358,4265,11.4
Devyn Marble,2,Southfield,Michigan,USA,Orlando,2,44,457,0.304,0.222,69,2.2
Roy Marble,2,Flint,Michigan,USA,Denver,1,29,194,0.257,0,32,1.9
Donny Marshall,5,Detroit,Michigan,USA,New Jersey,5,119,919,0.321,0.336,121,2.5
Kenyon Martin,15,Saginaw,Michigan,USA,,14,757,23134,0.483,0.234,5159,12.3
Bill Mayfield,1,Detroit,Michigan,USA,Golden State,0,7,54,0.444,,9,2.4
Tim Mccormick,8,Detroit,Michigan,USA,New York,7,483,10390,0.535,0.063,2366,8.3
Anthony Miller,8,Benton Harbor,Michigan,USA,,7,181,1637,0.51,0.25,488,2.8
Terry Mills,11,Romulus,Michigan,USA,,10,678,16422,0.457,0.384,3680,10.6
Eric Money,6,Detroit,Michigan,USA,Detroit,5,426,10827,0.494,,894,12.2
Ira Newble,8,Southfield,Michigan,USA,Los Angeles,8,380,7645,0.446,0.341,1114,5.1
Mike Peplowski,3,Detroit,Michigan,USA,Milwaukee,2,68,705,0.556,0,176,2.9
Morris Peterson,11,Flint,Michigan,USA,,10,711,19366,0.418,0.373,2483,10.7
Gary Plummer,2,Highland Park,Michigan,USA,Denver,1,126,1439,0.43,0.143,307,4.2
Ben Poquette,10,Ann Arbor,Michigan,USA,Chicago,9,718,15763,0.483,0.22,3731,6.8
Shawn Respert,4,Detroit,Michigan,USA,,3,172,2350,0.414,0.34,226,4.9
Jason Richardson,13,Saginaw,Michigan,USA,Philadelphia,13,857,29241,0.438,0.37,4245,17.1
Anthony Roberson,3,Saginaw,Michigan,USA,Chicago,3,65,591,0.4,0.356,49,4.1
Terrance Roberson,1,Saginaw,Michigan,USA,,0,3,13,0,0,1,0
Eddie Robinson,5,Flint,Michigan,USA,Chicago,5,278,5345,0.507,0.25,764,7
Carlos Rogers,8,Detroit,Michigan,USA,Indiana,7,298,5654,0.536,0.258,1272,7.4
Jalen Rose,13,Detroit,Michigan,USA,Phoenix,13,923,27925,0.443,0.355,3193,14.3
Guy Rucker,1,Inkster,Michigan,USA,Los Angeles,1,3,4,,,1,0
Walker Russell,1,Pontiac,Michigan, ,Detroit,1,28,357,0.347,0.308,26,3
Walker Russell,6,Pontiac,Michigan,USA,Detroit,5,155,1767,0.393,0.158,187,3
Steve Scheffler,7,Grand Rapids,Michigan,USA,,6,174,918,0.558,0.2,180,1.9
Tom Scheffler,1,St. Joseph,Michigan,USA,Portland,0,39,268,0.412,,76,1.3
Brent Scott,1,Jackson,Michigan,USA,Indiana,0,16,55,0.471,,9,1.2
John Shasky,3,Birmingham,Michigan,USA,Dallas,2,136,1505,0.466,0,379,3.8
Doug Smith,5,Detroit,Michigan,USA,Boston,4,296,5833,0.425,0.083,1234,8
Keith Smith,1,Flint,Michigan,USA,Milwaukee,0,42,461,0.38,0.333,32,3.3
Matt Steigenga,1,Grand Rapids,Michigan,USA,,0,2,12,0.25,0,3,1.5
Barry Stevens,1,Flint,Michigan,USA,Golden State,0,2,6,0.5,,2,1
Maurice Taylor,9,Detroit,Michigan,USA,,8,534,13324,0.466,0.152,2452,11
Rudy Tomjanovich,11,Hamtramck,Michigan,USA,Houston,10,768,25714,0.501,0.262,6198,17.4
Robert Traylor,7,Detroit,Michigan,USA,Cleveland,7,438,6243,0.474,0.167,1640,4.8
Terry Tyler,11,Detroit,Michigan,USA,Dallas,10,871,21740,0.484,0.122,4675,10.2
Loy Vaught,11,Grand Rapids,Michigan,USA,Washington,10,689,16993,0.504,0.244,4881,10.1
Jay Vincent,9,Kalamazoo,Michigan,USA,Los Angeles,8,576,15556,0.474,0.148,3167,15.2
Sam Vincent,7,Lansing,Michigan,USA,Orlando,6,396,7527,0.449,0.182,819,7.8
Chris Webber,15,Detroit,Michigan,USA,,14,831,30847,0.479,0.299,8124,20.7
Robert Whaley,1,Benton Harbor,Michigan,USA,,0,23,212,0.404,,43,2.1
Shayne Whittington,2,Paw Paw,Michigan,USA,Indiana,2,27,149,0.453,0.125,41,2.5
Troy Bell,1,Minneapolis,Minnesota,USA,Memphis,1,6,34,0.222,0,4,1.8
Randy Breuer,11,Lake City,Minnesota,USA,Sacramento,10,681,12499,0.467,0,2986,6.8
Ben Coleman,5,Minneapolis,Minnesota,USA,Detroit,4,227,3612,0.516,0,928,6.6
Tom Copa,1,Robbinsdale,Minnesota,USA,San Antonio,0,33,132,0.55,,36,1.5
Khalid El-Amin,1,Minneapolis,Minnesota,USA,Miami,1,50,936,0.37,0.333,81,6.3
Chris Engler,5,Stillwater,Minnesota,USA,New Jersey,4,195,1405,0.411,,386,1.8
Devean George,11,Minneapolis,Minnesota,USA,Golden State,11,630,11682,0.392,0.343,1975,5.6
Sam Jacobson,3,Cottage Grove,Minnesota,USA,,2,68,752,0.511,0.36,80,4.2
Alec Kessler,4,Minneapolis,Minnesota,USA,Miami,3,210,2937,0.426,0.417,751,5.2
Arvid Kramer,1,Fulda,Minnesota,USA,Denver,0,8,45,0.318,,12,2
Jeff Lamp,6,Minneapolis,Minnesota,USA,Los Angeles,5,291,3471,0.47,0.222,437,5.1
Brad Lohaus,11,New Ulm,Minnesota,USA,San Antonio,10,656,10378,0.44,0.361,1869,5.9
Kevin Lynch,2,Bloomington,Minnesota,USA,Charlotte,1,95,1143,0.436,0.333,120,3.3
Bob Martin,2,Minneapolis,Minnesota,USA,Los Angeles,1,54,549,0.441,,119,2.1
Kevin Mchale,13,Hibbing,Minnesota,USA,Boston,12,971,30118,0.554,0.261,7122,17.9
Kevin Mckenna,6,St. Paul,Minnesota,USA,New Jersey,5,243,3460,0.414,0.367,317,5.4
Jeff Nordgaard,1,Dawson,Minnesota,USA,,0,13,48,0.278,,14,1.4
Jim Petersen,8,Minneapolis,Minnesota,USA,Golden State,7,491,9802,0.486,0.071,2354,6.9
Joel Przybilla,13,Monticello,Minnesota,USA,Milwaukee,13,592,11733,0.552,0,3665,3.9
Mark Randall,4,Edina,Minnesota,USA,Denver,3,127,883,0.443,0.154,160,2.6
John Thomas,5,Minneapolis,Minnesota,USA,New Jersey,5,208,2253,0.502,0,432,2.7
Matt Wenstrom,1,Minneapolis,Minnesota,USA,Boston,0,11,37,0.6,,12,1.6
Royce White,1,Minneapolis,Minnesota,USA,,1,3,9,0,,0,0
Trevor Winter,1,Slayton,Minnesota,USA,,0,1,5,,,3,0
Mahmoud Abdul-Rauf,9,Gulfport,Mississippi,USA,Vancouver,8,586,15628,0.442,0.354,1087,14.6
Earl Barron,8,Clarksdale,Mississippi, ,Phoenix,8,140,1985,0.371,0.167,492,4.6
Jonathan Bender,8,Picayune,Mississippi,USA,New York,8,262,3847,0.417,0.34,582,5.5
Melvin Booker,2,Pascagoula,Mississippi,USA,Golden State,1,32,561,0.4,0.268,38,5.2
Alonzo Bradley,3,Utica,Mississippi,USA,Houston,2,99,1139,0.418,1,151,4.4
Dee Brown,2,Jackson,Mississippi,USA,,2,68,711,0.34,0.25,69,2.1
Rickey Brown,5,Madison County,Mississippi,USA,Atlanta,4,340,4487,0.464,0,1200,4.4
Jackie Butler,3,McComb,Mississippi,USA,San Antonio,3,69,848,0.539,,205,5
Maurice Carter,1,Jackson,Mississippi,USA,New Orleans,1,10,110,0.314,0.364,11,4.2
Harvey Catchings,11,Jackson,Mississippi,USA,Los Angeles,10,725,13182,0.435,0,3639,3.2
Terry Catledge,8,Houston,Mississippi,USA,Orlando,7,515,13541,0.485,0.094,3314,12.7
Joe Courtney,4,Jackson,Mississippi,USA,,3,96,749,0.433,0.667,140,2.8
Erick Dampier,16,Jackson,Mississippi,USA,Atlanta,16,987,24003,0.498,0.125,7005,7.4
Ronald Dupree,6,Biloxi,Mississippi,USA,,6,157,1758,0.427,0.385,339,3.5
Keith Edmonson,2,Gulfport,Mississippi,USA,Denver,1,87,931,0.448,0,127,6
Alphonso Ford,2,Greenwood,Mississippi,USA,Philadelphia,1,11,114,0.308,0.1,20,3.2
Gerald Glass,4,Greenwood,Mississippi,USA,,3,201,3347,0.433,0.236,512,7.7
Lancaster Gordon,4,Jackson,Mississippi,USA,Los Angeles,3,201,2581,0.391,0.271,259,5.6
Litterial Green,5,Pascagoula,Mississippi,USA,,4,148,1189,0.42,0.077,75,2.9
Tang Hamilton,1,Jackson,Mississippi,USA,Memphis,1,9,98,0.526,0,18,2.2
Othella Harrington,12,Jackson,Mississippi,USA,Charlotte,12,709,13924,0.505,0,3130,7.4
Antonio Harvey,8,Pascagoula,Mississippi,USA,Atlanta,7,187,1954,0.407,0.333,433,3
Eddie Hughes,3,Greenville,Mississippi,USA,Denver,2,97,1158,0.416,0.364,93,3.1
Lindsey Hunter,17,Utica,Mississippi,USA,,16,937,23253,0.388,0.36,2021,8.5
Clay Johnson,3,Yazoo City,Mississippi,USA,Seattle,2,80,688,0.41,0.333,93,2.8
George Johnson,13,Tylertown,Mississippi,USA,Seattle,12,904,18102,0.451,0.5,5887,4.8
John Johnson,12,Carthage,Mississippi,USA,Seattle,11,869,25681,0.446,0,4778,12.9
Trey Johnson,3,Jackson,Mississippi,USA,,2,23,169,0.385,0.333,20,2.6
Charles Jones,4,Scooba,Mississippi,USA,Washington,3,201,3009,0.493,0.111,758,5
Randolph Keys,5,Collins,Mississippi,USA,Milwaukee,4,241,3318,0.425,0.272,551,5.2
Sam Lacey,13,Indianaola,Mississippi,USA,Cleveland,12,1002,31873,0.441,0.188,9687,10.3
Ronnie Lester,6,Canton,Mississippi,USA,Los Angeles,5,250,4959,0.469,0.227,473,7.3
Danny Manning,15,Hattiesburg,Mississippi,USA,,15,883,24202,0.511,0.206,4615,14
Antonio Mcdyess,15,Quitman,Mississippi,USA,San Antonio,15,1015,28053,0.497,0.117,7638,12
Derrick Mckey,15,Meridian,Mississippi,USA,Philadelphia,14,937,27229,0.486,0.316,4387,11
Dyron Nix,1,Meridian,Mississippi,USA,Indiana,0,20,109,0.359,,26,2
Audie Norris,3,Jackson,Mississippi,USA,Portland,2,187,2585,0.511,0,576,4.4
Sylvester Norris,1,Jackson,Mississippi,USA,San Antonio,0,17,189,0.419,,43,2.4
Travis Outlaw,11,Starkville,Mississippi,USA,Sacramento,10,622,13026,0.423,0.337,1974,8.5
Kenny Payne,4,Laurel,Mississippi,USA,Philadelphia,3,144,1167,0.41,0.293,170,3.5
Bob Quick,4,Thornton,Mississippi,USA,Detroit,3,142,1925,0.454,,395,6
Justin Reed,3,Jackson,Mississippi,USA,,3,136,1436,0.404,0,186,3.5
James Robinson,7,Jackson,Mississippi,USA,,6,381,6935,0.394,0.348,660,7.6
Purvis Short,12,Hattiesburg,Mississippi,USA,New Jersey,11,842,24549,0.474,0.282,3625,17.3
Larry Smith,13,Rolling Fork,Mississippi,USA,San Antonio,12,883,22879,0.531,0,8125,6.7
John Stroud,1,New Albany,Mississippi,USA,Houston,0,9,88,0.324,,13,2.8
Sedric Toney,5,Columbus,Mississippi,USA,Cleveland,4,112,1410,0.365,0.341,98,3.7
Eric Washington,2,Pearl,Mississippi,USA,Denver,2,104,2300,0.402,0.346,216,6.9
Dwayne Whitfield,1,Aberdeen,Mississippi,USA,Toronto,0,8,122,0.433,,25,5
Mo Williams,13,Jackson,Mississippi,USA,Cleveland,13,818,23872,0.434,0.378,2264,13.2
Blake Ahearn,3,St. Louis,Missouri, ,Utah,3,19,226,0.273,0.298,22,4.6
Anthony Bonner,6,St. Louis,Missouri,USA,Utah,6,318,7372,0.468,0.125,1726,6.9
Chris Carr,6,Ironton,Missouri,USA,,6,297,4505,0.416,0.338,658,6.7
Hiram Fuller,1,East St. Louis,Missouri,USA,,1,4,43,0.375,,11,2
Bill Garnett,4,Kansas City,Missouri,USA,Indiana,3,300,5260,0.49,0,1298,5.5
Ben Hansbrough,1,Poplar Bluff,Missouri,USA,Indiana,1,28,200,0.333,0.261,18,2
Tyler Hansbrough,7,Poplar Bluff,Missouri,USA,,7,428,7233,0.439,0.136,1808,6.7
Josh Harrellson,3,St. Charles,Missouri,USA,Detroit,3,75,888,0.438,0.347,227,3.5
Steve Harris,5,Kansas City,Missouri,USA,Los Angeles,4,207,2840,0.434,0.05,365,7
Derek Hood,1,Kansas City,Missouri,USA,Dallas,1,2,4,0,,1,0
Larry Hughes,13,St. Louis,Missouri,USA,,12,727,22368,0.406,0.309,3039,14.1
Tyronn Lue,11,Mexico,Missouri,USA,Orlando,11,554,12564,0.437,0.391,943,8.5
Cuonzo Martin,2,St. Louis,Missouri,USA,,1,7,32,0.25,0.6,3,1.3
Ivano Newbill,3,Sedalia,Missouri,USA,Vancouver,2,134,1430,0.394,1,354,1.5
Anthony Peeler,13,Kansas City,Missouri,USA,Washington,13,827,20464,0.427,0.384,2136,9.7
Kareem Rush,7,Kansas City,Missouri,USA,,6,346,5956,0.4,0.358,572,6.4
Steve Stipanovich,5,St. Louis,Missouri,USA,Indiana,4,403,12591,0.484,0.179,3131,13.2
David Thirdkill,5,St. Louis,Missouri,USA,Boston,4,179,1469,0.457,0.091,209,2.8
Malcolm Thomas,4,Columbia,Missouri, ,,3,40,329,0.435,0.091,96,1.9
Jahidi White,7,St. Louis,Missouri,USA,,6,334,5913,0.51,0,1944,5.9
