Player Name,Years Played,Birth City,Birth State,Birth Country,Playing City,Seasons Played,Games Played,Minutes Played,Field Goals %,3 Points %,Total Rebounds,Total Points
Jerome Whitehead,11,Waukegan,Illinois,USA,San Antonio,10,679,11828,0.497,0,3268,6.5
Donald Whiteside,2,Chicago,Illinois,USA,,1,30,275,0.333,0.324,13,2
Jeff Wilkins,6,Chicago,Illinois,USA,Utah,5,454,10004,0.459,0,2574,7.9
Aaron Williams,14,Evanston,Illinois,USA,,13,715,12000,0.493,0.063,2790,5.8
Frank Williams,3,Peoria,Illinois,USA,Chicago,3,86,952,0.352,0.3,77,2.9
Justin Williams,2,Chicago,Illinois,USA,,2,49,456,0.573,0,164,3.4
Mike Williams,1,Chicago,Illinois,USA,Atlanta,0,21,102,0.333,0,23,0.7
Voise Winters,1,Chicago,Illinois,USA,Philadelphia,0,4,17,0.231,0,3,1.5
Julian Wright,4,Chicago,Illinois,USA,Toronto,4,231,3049,0.499,0.262,531,3.9
Tom Abernethy,5,South Bend,Indiana,USA,Indiana,4,319,5434,0.492,0,1011,5.6
Steve Alford,4,Franklin,Indiana,USA,Dallas,3,169,1641,0.459,0.324,144,4.4
Kent Benson,11,New Castle,Indiana,USA,Cleveland,10,680,15719,0.493,0.206,3881,9.1
Larry Bird,13,West Baden,Indiana,USA,Boston,12,897,34443,0.496,0.376,8974,24.3
Junior Bridgeman,12,East Chicago,Indiana,USA,Milwaukee,11,849,21257,0.475,0.244,2995,13.6
Roger Burkman,1,Indianapolis,Indiana,USA,Chicago,0,6,30,0,0,6,0.8
Calbert Cheaney,13,Evansville,Indiana,USA,Golden State,12,825,22007,0.466,0.298,2610,9.5
Robert Churchwell,1,South Bend,Indiana,USA,Golden State,0,4,20,0.375,,3,1.5
Branden Dawson,1,Gary,Indiana,USA,Los Angeles,1,6,29,0.4,,4,0.8
Larry Demic,3,Gary,Indiana,USA,New York,2,206,3192,0.459,0,805,4.7
Jay Edwards,1,Muncie,Indiana,USA,Los Angeles,0,4,26,0.429,0,2,1.8
Tellis Frank,5,Gary,Indiana,USA,Minnesota,4,264,4703,0.439,0,1022,6.5
Winston Garland,7,Gary,Indiana,USA,Minnesota,6,511,13391,0.43,0.281,1433,9.4
Dan Godfread,2,Fort Wayne,Indiana,USA,Houston,1,11,22,0.417,0,2,1.2
Greg Graham,5,Indianapolis,Indiana,USA,,4,207,2530,0.407,0.29,219,4.5
Jim Grandholm,1,Elkhart,Indiana,USA,Dallas,0,26,168,0.517,0.529,50,3
Scott Haffner,2,Terre Haute,Indiana,USA,Charlotte,1,50,609,0.403,0.13,55,4.3
Jerome Harmon,1,Gary,Indiana,USA,Philadelphia,0,10,158,0.396,1,23,4.6
Alan Henderson,12,Indianapolis,Indiana,USA,Philadelphia,12,652,13780,0.469,0.192,3249,7.8
Robbie Hummel,2,Valparaiso,Indiana,USA,Minnesota,2,98,1397,0.418,0.343,266,3.9
Chris Hunter,1,Gary,Indiana,USA,Golden State,2,60,783,0.502,0,167,4.5
Jared Jeffries,11,Bloomington,Indiana,USA,Portland,11,629,13579,0.426,0.25,2563,4.8
Jajuan Johnson,1,Indianapolis,Indiana,USA,Boston,1,36,298,0.446,,58,3.2
Shawn Kemp,14,Elkhart,Indiana,USA,Orlando,14,1051,29293,0.488,0.277,8834,14.6
Jimmy King,2,South Bend,Indiana,USA,Denver,1,64,890,0.429,0.147,112,4.5
Allen Leavell,10,Muncie,Indiana,USA,Houston,9,700,16248,0.45,0.234,1164,9.5
Kyle Macy,7,Fort Wayne,Indiana,USA,Indiana,6,551,14246,0.501,0.337,1214,9.5
Dave Magley,1,South Bend,Indiana,USA,Cleveland,0,14,56,0.25,0,10,0.9
Walter Mccarty,10,Evansville,Indiana,USA,Los Angeles,9,593,10374,0.392,0.346,1554,5.2
Mitch Mcgary,2,Chesterton,Indiana,USA,Oklahoma City,2,52,557,0.527,0,183,4.4
Josh Mcroberts,10,Indianapolis,Indiana,USA,,10,429,8234,0.464,0.34,1682,5.4
Brad Miller,14,Fort Wayne,Indiana,USA,Minnesota,14,868,24537,0.48,0.33,6199,11.2
Eric Montross,8,Indianapolis,Indiana,USA,Toronto,8,465,8479,0.49,0,2159,4.5
Lee Nailon,6,South Bend,Indiana,USA,,5,306,5820,0.474,0.111,936,8.6
Craig Neal,2,Muncie,Indiana,USA,Denver,1,63,625,0.373,0.302,45,2.5
Andre Owens,2,Indianapolis,Indiana,USA,Indiana,2,54,602,0.37,0.375,68,3.6
Kevin Pritchard,4,Bloomington,Indiana,USA,Washington,3,94,1125,0.399,0.186,90,3.6
Glenn Robinson,11,Gary,Indiana,USA,San Antonio,11,688,25346,0.459,0.34,4189,20.7
Dexter Shouse,1,Terre Haute,Indiana,USA,Philadelphia,0,3,18,0,0,0,0
Jerry Sichting,10,Martinsville,Indiana,USA,Milwaukee,9,598,12732,0.507,0.271,817,6.9
Scott Skiles,10,LaPorte,Indiana,USA,Philadelphia,9,600,16789,0.435,0.379,1526,11.1
Larry Steele,9,Greencastle,Indiana,USA,Portland,8,610,14777,0.483,0,1781,8.2
Ray Tolbert,5,Anderson,Indiana,USA,Atlanta,4,261,2789,0.495,0,609,3.6
Bonzi Wells,10,Muncie,Indiana,USA,New Orleans,10,591,15133,0.46,0.327,2737,12.1
Bob Wilkerson,7,Anderson,Indiana,USA,Cleveland,6,536,14883,0.425,0.167,2236,10.1
Randy Wittman,9,Indianapolis,Indiana,USA,Indiana,8,543,11594,0.501,0.321,760,7.4
Mike Woodson,11,Indianapolis,Indiana,USA,Cleveland,10,786,20021,0.466,0.271,1838,14
Ryan Bowen,10,Fort Madison,Iowa,USA,,9,507,6502,0.456,0.206,1060,2.6
Matt Bullard,11,Des Moines,Iowa,USA,New Orleans,11,615,8884,0.418,0.384,1223,5.3
Darren Daye,5,Des Moines,Iowa,USA,Boston,4,328,5208,0.491,0.118,844,6.8
Kenny Fields,4,Iowa City,Iowa,USA,Los Angeles,3,184,2692,0.474,0.188,464,6.2
Matt Fish,3,Washington,Iowa,USA,,2,50,512,0.5,0,110,3.5
Bob Hansen,9,Des Moines,Iowa,USA,Chicago,8,575,11104,0.468,0.323,1282,6.9
Kirk Hinrich,13,Sioux City,Iowa,USA,Atlanta,13,879,27015,0.411,0.375,2576,10.9
Jon Koncak,11,Cedar Rapids,Iowa,USA,Orlando,10,784,16409,0.47,0.226,3856,4.5
Kevin Kunnert,9,Dubuque,Iowa,USA,Portland,8,555,12104,0.476,,4031,8.3
Raef Lafrentz,10,Hampton,Iowa,USA,Portland,10,563,14545,0.466,0.363,3423,10.1
Loren Meyer,3,Emmetsburg,Iowa,USA,Denver,2,140,2044,0.432,0.348,480,4.6
Todd Mundt,1,Iowa City,Iowa,USA,Boston,0,33,151,0.39,,28,1.1
Patrick O'Bryant,4,Oskaloosa,Iowa,USA,Toronto,4,90,524,0.494,0,127,2.1
Brett Szabo,1,Postville,Iowa,USA,Boston,0,70,662,0.446,0,165,2.2
Luke Zeller,1,Ames,Iowa,USA,,0,16,58,0.346,0.2,10,1.2
Alvan Adams,13,Lawrence,Kansas,USA,Phoenix,12,988,27203,0.498,0.133,6937,14.1
Greg Dreiling,10,Wichita,Kansas,USA,Dallas,9,474,4241,0.467,0.333,1018,2.1
Larry Drew,10,Kansas City,Kansas,USA,Los Angeles,9,714,18370,0.467,0.291,1265,11.4
Maurice Evans,9,Wichita,Kansas,USA,Washington,9,562,10918,0.442,0.363,1384,6.7
Matt Freije,2,Overland Park,Kansas,USA,,2,42,588,0.293,0.224,85,3.2
Adrian Griffin,9,Wichita,Kansas,USA,Seattle,9,477,7997,0.438,0.278,1512,4
Scott Hastings,11,Independence,Kansas,USA,Denver,10,578,5985,0.441,0.292,1287,2.8
Steve Henson,7,Junction City,Kansas,USA,,6,238,2282,0.403,0.432,176,3.1
Steven Hill,1,Chanute,Kansas,USA,,1,1,2,1,,3,2
Lionel Hollins,10,Ark City,Kansas,USA,Houston,9,673,18453,0.444,0.149,1601,11.6
Byron Houston,4,Watonga,Kansas,USA,Sacramento,3,214,2674,0.456,0.256,648,3.9
Martin Lewis,2,Liberal,Kansas,USA,Toronto,1,25,239,0.473,0.3,35,3.6
Ed Nealy,10,Pittsburg,Kansas,USA,Chicago,9,540,6792,0.498,0.292,1799,2.7
Melvin Sanders,1,Liberal,Kansas,USA,,1,16,113,0.485,0.667,23,2.6
Paul Shirley,3,Meriden,Kansas,USA,Phoenix,3,18,121,0.395,0,19,1.8
Wayne Simien,2,Leavenworth,Kansas,USA,Miami,2,51,507,0.469,,99,3.3
Earl Watson,13,Kansas City,Kansas,USA,Portland,12,878,19494,0.411,0.324,1985,6.4
Scott Wedman,13,Harper,Kansas,USA,Boston,12,906,25927,0.481,0.335,4355,13.2
Korleone Young,1,Wichita,Kansas,USA,,0,3,15,0.5,0.25,4,4.3
Derek Anderson,11,Louisville,Kentucky,USA,Charlotte,11,615,17975,0.408,0.341,1988,12
Winston Bennett,3,Louisville,Kentucky,USA,Miami,2,136,2157,0.425,0,414,4.8
Greg Buckner,10,Hopkinsville,Kentucky,USA,Memphis,10,570,10895,0.45,0.334,1593,5
Rex Chapman,12,Bowling Green,Kentucky,USA,,11,666,19542,0.43,0.35,1645,14.6
Dave Cowens,11,Newport,Kentucky,USA,Milwaukee,10,766,29565,0.46,0.071,10444,17.6
Jerry Eaves,4,Louisville,Kentucky,USA,Sacramento,3,168,2685,0.472,0.071,208,6.7
Jack Givens,2,Lexington,Kentucky,USA,Atlanta,1,156,2601,0.401,0,456,6.7
Darrell Griffith,10,Louisville,Kentucky,USA,Utah,9,765,21403,0.463,0.332,2519,16.2
Anthony Grundy,1,Louisville,Kentucky,USA,Atlanta,0,12,108,0.5,0.333,17,4.3
Kenny Higgs,3,Owensboro,Kentucky,USA,Denver,2,216,4435,0.441,0.145,391,6.8
Allan Houston,12,Louisville,Kentucky,USA,,12,839,28311,0.444,0.402,2434,17.3
Tony Jackson,1,Lexington,Kentucky,USA,Los Angeles,0,2,14,0.333,,2,1
Frank Kornet,2,Lexington,Kentucky,USA,Milwaukee,1,89,595,0.369,0.263,95,1.9
Rudy Macklin,3,Louisville,Kentucky,USA,New York,2,160,2752,0.449,0,464,6.4
Bob Miller,1,Louisville,Kentucky,USA,San Antonio,0,2,8,0.667,,5,2
Dirk Minniefield,3,Lexington,Kentucky,USA,Boston,2,222,3801,0.47,0.272,367,5.3
Dwayne Morton,1,Louisville,Kentucky,USA,Golden State,0,41,395,0.388,0.36,58,4.1
Scott Padgett,8,Louisville,Kentucky,USA,,7,448,5613,0.41,0.373,1227,4.2
Alvin Sims,1,Paris,Kentucky,USA,,0,4,25,0.4,1,4,2.8
Donta Smith,2,Louisville,Kentucky,USA,Atlanta,1,61,560,0.421,0.308,66,2.7
Nolan Smith,2,Louisville,Kentucky,USA,Portland,2,84,829,0.371,0.26,83,3.3
Felton Spencer,12,Louisville,Kentucky,USA,New York,11,640,12298,0.484,0,3436,5.2
Vince Taylor,1,Lexington,Kentucky,USA,New York,0,31,321,0.363,,36,3.1
Wes Unseld,13,Louisville,Kentucky,USA,Washington,12,984,35832,0.509,0.5,13769,10.8
Bubba Wells,1,Russellville,Kentucky,USA,Dallas,0,39,395,0.414,0.167,68,3.3
Dejuan Wheat,2,Louisville,Kentucky,USA,Vancouver,1,80,740,0.383,0.39,56,3.3
Chris Whitney,11,Hopkinsville,Kentucky,USA,Washington,11,579,10052,0.395,0.361,815,6.5
Rick Wilson,2,Louisville,Kentucky,USA,Atlanta,1,66,648,0.393,,79,2.9
Benoit Benjamin,15,Monroe,Louisiana,USA,,14,807,21911,0.497,0.048,6063,11.4
David Benoit,7,Lafayette,Louisiana,USA,Utah,6,492,9314,0.438,0.319,1983,7
Tim Breaux,3,Baton Rouge,Louisiana,USA,,2,102,940,0.369,0.297,96,2.9
Kedrick Brown,4,Zachary,Louisiana,USA,,3,143,1935,0.405,0.274,347,3.6
Tierre Brown,4,Iowa,Louisiana,USA,,4,134,1654,0.384,0.353,166,3.9
Stanley Brundy,1,New Orleans,Louisiana,USA,New Jersey,0,16,128,0.5,,26,2.3
Howard Carter,2,Baton Rouge,Louisiana,USA,Dallas,1,66,754,0.44,0.227,89,5.3
Glen Davis,8,Baton Rouge,Louisiana,USA,Los Angeles,7,514,10865,0.447,0.182,2236,8
Mark Davis,5,Thibodaux,Louisiana,USA,Golden State,4,230,3681,0.442,0.246,697,5.5
Bryce Drew,6,Baton Rouge,Louisiana,USA,,5,243,3970,0.382,0.371,295,4.4
Clyde Drexler,15,New Orleans,Louisiana,USA,Houston,14,1086,37537,0.472,0.318,6677,20.4
Chris Duhon,9,Mamou,Louisiana,USA,Los Angeles,9,606,15526,0.393,0.363,1364,6.5
Joe Dumars,14,Shreveport,Louisiana,USA,Detroit,13,1018,35139,0.46,0.382,2203,16.1
Ledell Eackles,7,Baton Rouge,Louisiana,USA,Washington,6,441,8917,0.445,0.336,979,10.8
Sherell Ford,1,Baton Rouge,Louisiana,USA,Seattle,0,28,139,0.375,0.16,24,3.2
Danny Granger,10,New Orleans,Louisiana,USA,Phoenix,10,586,18487,0.434,0.38,2888,16.8
Tony Harris,3,Monroe,Louisiana,USA,Boston,2,14,147,0.291,0.25,11,4.9
Elvin Hayes,16,Rayville,Louisiana,USA,Houston,15,1303,50000,0.452,0.147,16279,21
Rod Higgins,13,Monroe,Louisiana,USA,Golden State,12,779,17189,0.465,0.342,2819,9
Jerald Honeycutt,2,Shreveport,Louisiana,USA,Philadelphia,2,54,632,0.391,0.362,105,5.1
Jaren Jackson,12,New Orleans,Louisiana,USA,Orlando,11,431,7210,0.391,0.353,786,5.5
Antawn Jamison,16,Shreveport,Louisiana,USA,,15,1083,37638,0.451,0.346,8157,18.5
Avery Johnson,16,New Orleans,Louisiana,USA,Golden State,16,1054,26615,0.479,0.145,1751,8.4
Carldell Johnson,1,New Orleans,Louisiana,USA,,1,15,119,0.314,0.267,9,1.8
Dave Johnson,2,Morgan City,Louisiana,USA,Chicago,1,59,475,0.365,0.2,64,3.5
Ervin Johnson,13,New Orleans,Louisiana,USA,Milwaukee,12,845,16989,0.505,0.2,5148,4.1
Marques Johnson,11,Nachitoches,Louisiana,USA,Golden State,10,691,23694,0.518,0.152,4817,20.1
Harold Keeling,1,New Orleans,Louisiana,USA,Dallas,0,20,75,0.436,,6,2.2
Carl Kilpatrick,1,Bastrop,Louisiana,USA,Utah,0,2,6,0.5,,4,1.5
Gerard King,3,New Orleans,Louisiana,USA,,2,126,1829,0.503,,393,4.5
Oliver Lafayette,1,Baton Rouge,Louisiana,USA,Boston,1,1,22,0.5,0.5,4,7
Rashard Lewis,16,Pineville,Louisiana,USA,Miami,15,1049,33541,0.452,0.386,5433,14.9
Randy Livingston,11,New Orleans,Louisiana,USA,Seattle,10,203,2684,0.406,0.351,282,3.8
Karl Malone,19,Summerfield,Louisiana,USA,Los Angeles,19,1476,54852,0.516,0.274,14968,25
Elijah Millsap,2,Grambling,Louisiana,USA,Phoenix,3,67,1097,0.332,0.284,185,4.2
Calvin Natt,11,Monroe,Louisiana,USA,Indiana,10,599,18818,0.528,0.219,4070,17.2
Robert Pack,13,New Orleans,Louisiana,USA,,12,552,11462,0.425,0.292,1112,8.9
Gerald Paddio,3,Lafayette,Louisiana,USA,Washington,2,129,1625,0.421,0.242,184,5.5
Robert Parish,21,Shreveport,Louisiana,USA,Chicago,20,1611,45704,0.537,0,14715,14.5
Bobby Phills,9,Baton Rouge,Louisiana,USA,,8,467,13426,0.443,0.39,1469,11
Anthony Pullard,1,DeQuincy,Louisiana,USA,Milwaukee,0,8,37,0.444,,8,2.1
Chris Quinn,6,New Orleans,Louisiana,USA,Cleveland,6,241,3303,0.399,0.377,266,4.5
Eldridge Recasner,8,New Orleans,Louisiana,USA,,7,296,5121,0.426,0.409,534,5.9
Larry Robinson,7,Bossier City,Louisiana,USA,New York,6,89,1202,0.384,0.373,167,4.5
Donald Royal,8,New Orleans,Louisiana,USA,Charlotte,7,504,8442,0.473,0,1431,6.3
Robert Sacre,4,Baton Rouge,Louisiana,Canada,Los Angeles,4,189,2745,0.436,0,593,4.2
Mike Sanders,11,Vidalia,Louisiana,USA,Cleveland,10,648,12391,0.482,0.221,1927,8
Donald Sloan,5,Shreveport,Louisiana,USA,Brooklyn,5,218,3749,0.409,0.31,455,5.5
Keith Smart,1,Baton Rouge,Louisiana,USA,San Antonio,0,2,12,0,0,1,1
Mike Smith,1,West Monroe,Louisiana,USA,Washington,1,17,180,0.322,0.167,22,3
Stromile Swift,9,Shreveport,Louisiana,USA,Phoenix,9,547,10804,0.473,0.074,2535,8.4
Billy Thomas,3,Shreveport,Louisiana,USA,Cleveland,3,53,529,0.338,0.304,52,2.7
Tyrus Thomas,8,Baton Rouge,Louisiana, ,,7,402,7932,0.438,0.235,1938,7.7
Von Wafer,6,Homer,Louisiana,USA,Orlando,7,200,2475,0.42,0.325,234,5.3
Randy White,5,Shreveport,Louisiana,USA,Dallas,4,281,5382,0.401,0.193,1366,7.4
Morlon Wiley,7,New Orleans,Louisiana,USA,Atlanta,6,295,3843,0.412,0.354,341,3.7
Brandon Williams,3,Collinston,Louisiana,USA,,3,18,163,0.298,0.3,18,2.3
Hot Rod Williams,13,Sorrento,Louisiana,USA,Dallas,12,887,26327,0.48,0.105,5998,11
Dedric Willoughby,1,New Orleans,Louisiana,USA,,0,25,508,0.341,0.296,51,7.6
Nikita Wilson,1,Pineville,Louisiana,USA,Portland,0,15,54,0.304,,11,1.3
Orlando Woolridge,13,Bernice,Louisiana,USA,Philadelphia,12,851,24041,0.513,0.091,3696,16
Larry Wright,6,Monroe,Louisiana,USA,Detroit,5,343,6834,0.465,0.261,550,8.2
Tony Zeno,1,New Orleans,Louisiana,USA,Indiana,0,8,59,0.286,,14,1.8
Derrick Zimmerman,1,Monroe,Louisiana,USA,,0,2,32,0.667,,4,2
Jeff Turner,10,Bangor,Maine,USA,Orlando,9,612,11244,0.467,0.344,2036,6
Ken Bannister,5,Baltimore,Maryland,USA,Los Angeles,4,253,3867,0.488,0,893,5.9
Dave Batton,2,Baltimore,Maryland,USA,San Antonio,1,58,589,0.448,0,123,3.2
Lonny Baxter,4,Silver Spring,Maryland,USA,Charlotte,3,162,1884,0.466,0.2,477,3.9
Norman Black,1,Baltimore,Maryland,USA,Detroit,0,3,28,0.3,,2,2.7
Muggsy Bogues,14,Baltimore,Maryland,USA,,13,889,25429,0.458,0.278,2318,7.7
Josh Boone,4,Mount Airy,Maryland,USA,New Jersey,4,256,4482,0.544,,1258,5.2
Keith Booth,2,Baltimore,Maryland,USA,Chicago,1,45,449,0.325,0.091,97,2.9
Charles Bradley,3,Havre De Grace,Maryland,USA,Seattle,2,110,910,0.416,0,119,3.2
Dudley Bradley,9,Baltimore,Maryland,USA,Atlanta,8,600,10192,0.44,0.293,1098,5.2
Evers Burns,1,Baltimore,Maryland,USA,Sacramento,0,23,143,0.4,,30,2.4
Sam Cassell,15,Baltimore,Maryland,USA,Boston,15,993,29812,0.454,0.331,3221,15.7
Marcus Cousin,1,Baltimore,Maryland,USA,Houston,1,4,18,0.667,,3,1
Quintin Dailey,10,Baltimore,Maryland,USA,Seattle,9,528,12170,0.454,0.158,1307,14.1
Juan Dixon,7,Baltimore,Maryland,USA,Washington,7,436,8509,0.413,0.341,816,8.4
Joey Dorsey,4,Baltimore,Maryland,USA,,3,130,1488,0.534,0,513,2.6
Terry Dozier,1,Baltimore,Maryland,USA,Charlotte,0,9,92,0.333,0,15,2.4
Jerome Dyson,1,Rockville,Maryland,USA,New Orleans,1,9,180,0.396,0.125,19,7.4
Corsley Edwards,1,Baltimore,Maryland, ,,0,10,110,0.323,,25,2.7
Kim English,1,Baltimore,Maryland,USA,Detroit,1,41,407,0.375,0.28,37,2.9
Duane Ferrell,11,Baltimore,Maryland,USA,Golden State,10,583,8734,0.48,0.288,1132,6.4
Danny Ferry,13,Hyattsville,Maryland,USA,San Antonio,13,917,18133,0.446,0.393,2550,7
Steve Francis,9,Silver Spring,Maryland,USA,Houston,9,576,21632,0.429,0.341,3215,18.1
Devin Gray,2,Baltimore,Maryland,,,1,27,173,0.365,,39,2.5
Kevin Henderson,2,Baltimore,Maryland,USA,Cleveland,1,22,235,0.393,0,24,3
Tracy Jackson,3,Rockville,Maryland,USA,Indiana,2,129,1797,0.463,0.154,243,5.4
Thomas Jordan,1,Baltimore,Maryland,USA,Philadelphia,0,4,106,0.439,,19,11
Kurk Lee,1,Baltimore,Maryland,USA,New Jersey,0,48,265,0.268,0.2,30,1.4
Reggie Lewis,6,Baltimore,Maryland,USA,Boston,5,450,14676,0.488,0.2,1938,17.6
Matt Maloney,6,Silver Spring,Maryland,USA,,5,295,7470,0.408,0.372,500,7.4
Chris Mccray,1,Capitol Heights,Maryland,USA,,0,5,12,0,,0,0
Rodney Monroe,1,Baltimore,Maryland,USA,Atlanta,0,38,313,0.368,0.222,33,3.4
Terence Morris,3,Frederick,Maryland,USA,,3,139,1934,0.407,0.196,377,3.4
Gary Neal,6,Baltimore,Maryland,USA,,6,350,7489,0.423,0.383,759,9.9
Dennis Scott,10,Hagerstown,Maryland,USA,Vancouver,9,629,17983,0.417,0.397,1774,12.9
Josh Selby,2,Baltimore,Maryland,USA,,1,38,296,0.33,0.143,20,2.2
Dickey Simpkins,7,Fort Washington,Maryland,USA,,6,327,5201,0.44,0.222,1187,4.2
Henry Sims,4,Baltimore,Maryland,USA,Brooklyn,4,135,2542,0.471,0.174,670,7.6
Larry Spriggs,5,Cheverly,Maryland,USA,Los Angeles,4,169,2202,0.517,0,384,5.2
Dajuan Summers,4,Baltimore,Maryland,USA,Los Angeles,4,83,820,0.384,0.367,82,3.3
Reggie Williams,10,Baltimore,Maryland,USA,,9,599,16013,0.437,0.298,2393,12.5
Kennard Winchester,3,Chestertown,Maryland,USA,Houston,2,122,1028,0.415,0.317,131,3.4
David Wingate,15,Baltimore,Maryland,USA,Seattle,14,740,13243,0.445,0.272,1420,5.6
Perry Young,1,Baltimore,Maryland,USA,Portland,0,9,72,0.286,,8,1.4
Jeff Adrien,5,Brookline,Massachusetts,USA,,5,153,2148,0.474,0,659,4.6
John Amaechi,5,Boston,Massachusetts,England,Utah,5,294,4811,0.403,0.077,772,6.2
Antonio Anderson,1,Lynn,Massachusetts,USA,,1,1,15,0.333,,1,2
Cedric Ball,1,Worcester,Massachusetts,USA,Los Angeles,0,7,26,0.375,,11,1.1
Dana Barros,14,Boston,Massachusetts,USA,Boston,14,850,19480,0.46,0.411,1609,10.5
Travis Best,10,Springfield,Massachusetts,USA,New Jersey,10,708,15150,0.431,0.345,1249,7.6
Will Blalock,1,Boston,Massachusetts,USA,Detroit,1,14,166,0.3,0.2,15,1.8
Michael Bradley,5,Worcester,Massachusetts,USA,Philadelphia,4,173,2016,0.477,0.143,591,2.8
Bill Curley,5,Boston,Massachusetts,USA,,4,147,1614,0.444,0.222,290,2.7
Vinny Del Negro,12,Springfield,Massachusetts,USA,,11,771,19211,0.475,0.359,1810,9.1
Patrick Ewing,1,Boston,Massachusetts,USA,New Orleans,1,7,19,0,0,2,0.4
Matt Geiger,10,Salem,Massachusetts,USA,,9,552,12221,0.499,0.232,3158,9.2
Adam Harrington,1,Bernardston,Massachusetts,USA,Dallas,1,19,111,0.297,0.357,8,1.6
Chris Herren,2,Fall River,Massachusetts,USA,Boston,1,70,1005,0.336,0.328,73,3.2
Randell Jackson,2,Boston,Massachusetts,,,1,28,272,0.426,0.143,54,4.1
Bill Laimbeer,14,Boston,Massachusetts,USA,Detroit,13,1068,33956,0.498,0.326,10400,12.9
Ron Lee,6,Boston,Massachusetts,USA,Detroit,5,448,9586,0.416,0.321,1219,7.3
Dwayne Mcclain,1,Worcester,Massachusetts,USA,Indiana,0,45,461,0.383,0.111,30,3.5
Demetris Nichols,2,Boston,Massachusetts,USA,,2,18,58,0.281,0.2,7,1.2
Courtney Sims,2,Roslindale,Massachusetts,USA,,2,5,24,0.429,,6,1.2
Wayne Turner,1,Boston,Massachusetts,USA,,0,3,41,0.167,,3,1.3
Maurice Ager,4,Detroit,Michigan,USA,,3,82,505,0.339,0.25,46,2.1
Henry Akin,3,Detroit,Michigan,USA,Seattle,1,88,737,0.35,0,181,3.5
Victor Alexander,5,Detroit,Michigan,USA,Detroit,4,286,5755,0.518,0.286,1384,8.9
Keith Appling,1,Detroit,Michigan,USA,,0,5,27,0.25,0,1,1.2
B.J. Armstrong,11,Detroit,Michigan,USA,Chicago,10,747,17790,0.477,0.425,1321,9.8
Shane Battier,13,Birmingham,Michigan,USA,Miami,12,977,30004,0.437,0.384,4082,8.6
Charlie Bell,7,Flint,Michigan, ,Golden State,7,376,9368,0.412,0.361,814,8.5
Ricky Berry,1,Lansing,Michigan,USA,Sacramento,0,64,1406,0.45,0.406,197,11
P.J. Brown,15,Detroit,Michigan,USA,Boston,15,1089,33823,0.46,0.136,8409,9.1
Willie Burton,8,Detroit,Michigan,USA,,7,316,6666,0.424,0.345,932,10.3
Demetrius Calip,1,Flint,Michigan,USA,Los Angeles,0,7,58,0.222,0.2,5,1.6
Geno Carlisle,1,Grand Rapids,Michigan,USA,,0,6,16,0.667,,1,1.3
Mateen Cleaves,6,Flint,Michigan,USA,,6,167,1863,0.389,0.267,175,3.6
Fred Cofield,2,Ypsilanti,Michigan,USA,Chicago,1,50,496,0.395,0.188,51,3.4
Duane Cooper,2,Benton Harbor,Michigan,USA,Phoenix,1,88,781,0.402,0.216,59,2.3
Chris Crawford,7,Kalamazoo,Michigan,USA,Atlanta,7,252,3985,0.437,0.347,547,6.6
Joe Crawford,1,Detroit,Michigan, ,New York,1,2,23,0.3,0.25,4,4.5
Earl Cureton,12,Detroit,Michigan,USA,,11,674,12420,0.473,0,3172,5.4
Johnny Davis,10,Detroit,Michigan,USA,Atlanta,9,750,21200,0.448,0.176,1505,12.9
Paul Davis,4,Detroit,Michigan,USA,,3,82,702,0.402,0,158,2.6
Paul Dawkins,1,Saginaw,Michigan,USA,Utah,0,57,776,0.47,0.2,125,5.5
Andrew Declercq,10,Detroit,Michigan,USA,,10,587,9847,0.507,0,2488,4.8
Derrick Dial,4,Detroit,Michigan,USA,Orlando,4,82,687,0.372,0.19,133,3.1
Chris Douglas-Roberts,6,Detroit,Michigan,USA,,6,222,4381,0.439,0.329,472,7.1
Terry Duerod,4,Royal Oak,Michigan,USA,Golden State,3,143,1977,0.462,0.329,160,6.7
Howard Eisley,12,Detroit,Michigan,USA,Denver,11,786,16013,0.407,0.35,1324,6.5
Bob Elliott,3,Ann Arbor,Michigan,USA,New Jersey,2,141,2324,0.494,0.333,502,7
Desmon Farmer,2,Flint,Michigan, ,,1,11,86,0.31,0.25,7,2.4
Desmond Ferguson,1,Lansing,Michigan,USA,Portland,1,7,32,0.417,0.375,4,1.9
Marcus Fizer,6,Detroit,Michigan,USA,,6,289,6032,0.435,0.191,1340,9.6
Tony Fuller,1,Detroit,Michigan,USA,Detroit,0,15,248,0.364,0,42,4
Terry Furlow,4,Flint,Michigan,USA,Utah,3,239,4809,0.459,0.293,507,10.7
Derrick Gervin,2,Detroit,Michigan,USA,New Jersey,1,77,1082,0.435,0.226,175,8.8
Ben Gillery,1,Detroit,Michigan,USA,Sacramento,0,24,84,0.316,,23,1
Jeff Grayer,9,Flint,Michigan,USA,Golden State,8,438,8277,0.457,0.255,1294,7.4
Willie Green,12,Detroit,Michigan,USA,Orlando,11,731,14783,0.425,0.346,1303,8.3
Paul Griffin,7,Shelby,Michigan,USA,San Antonio,6,480,10053,0.505,,2650,5.1
Malik Hairston,2,Detroit,Michigan,USA,San Antonio,2,62,472,0.512,0.167,77,2.4
Darvin Ham,8,Saginaw,Michigan,USA,Detroit,8,417,5178,0.518,0.25,963,2.7
